A	9.2	-16.26	37.5
A	7.9	0.0	-7.155
A	12.0	0.0	-43.0
B	8.1	-12.7	3.0
C	9.7	0.0	-26.0
E	9.7	0.0	-26.0
A	0	-22.16	2.073	-16.959999999999997	2.073
A	0	-22.16	-0.1270000000000001	-22.16	2.073
A	0	-16.959999999999997	-0.1270000000000001	-16.959999999999997	2.073
A	0	-22.16	-0.1270000000000001	-16.959999999999997	-0.1270000000000001
C	0	-1.2	-8.3	1.2	-8.3
C	0	-1.2	-11.7	-1.2	-8.3
C	0	1.2	-11.7	1.2	-8.3
C	0	-1.2	-11.7	1.2	-11.7
